frequencia,palabra,uso,definición,ejemplo
3704,intercambiar,v,to exchange,no me molestaría intercambiar papeles
3705,consolar,v,to console,la consolaba la presencia de alguien a su lado
3706,descomponer,v,"to decompose, break down",debe ser posible descomponer la complejidadbiológica
3707,enfocar,v,to focus,permite enfocar una imagen sobre la película
3708,espina,nf,"thorn, spine",no hay rosas sin espinas
3709,aprobación,nf,"approval, consent",no quería hacer nada que no contase con laaprobación de su padre
3710,fachada,nf,front of a building,está pintada la escena en la fachada de la casa
3711,funcional,adj,functional,"triunfó por la simplicidad funcional de sudiseño, de tipo mínimo"
3712,jugo,nm,juice,"nunca he desayunado; bueno, jugo de naranjaeso sí tomaba"
3713,traicionar,v,to betray,traicionó a todos los que la habían ayudadoen el pasado
3714,discípulo,nm,disciple,¿eres discípulo de una figura religiosa?
3715,coronel,nm,colonel,un régimen del coronel Muammar al-Gaddafi
3716,orgánico,adj,organic,es un estilo orgánico derivado de formasnaturales
3717,modificación,nf,"modification, alteration",proponen una modificación de la ley
3718,acumulación,nf,accumulation,el problema de la acumulación de residuos enel medio ambiente
3719,comparable,adj,comparable,la producción china de acero es comparable ala de Gran Bretaña
3720,mantenimiento,nm,"maintenance,sustenance",el mantenimiento de un extenso sistema dedefensa aérea
3721,marginal,adj,"marginal, minor",en esa zona marginal en la que nadie haestado
3722,pardo,adj,"brown, dark, dim",el oso pardo se encuentra en las sierras
3723,cabecera,nf,"head, header",impidió demoler algo de la cabecera de laiglesia basilical
3724,revelación,nf,revelation,"la revelación de Dios: sabiduría y amor, graciay misericordia"
3725,peseta,nf,peseta (money),lo mismo hicieron con la peseta española y lalira italiana
3726,cuna,nf,"cradle, birth, lineage",cesaron las canciones de cuna que las madresdedicaban a los críos
3727,tendido,adj,"spread, hung, laid (out) ",estaba tendida sobre una toalla y tomaba elsol en la playa
3728,horizontal,adj,horizontal,"dos movimientos, uno horizontal, y otrovertical"
3729,ácido,nm,acid,le corroía el alma quemándole como ácidonítrico
3730,incapacidad,nf,"inability, incompetence",imposible por nuestra incapacidad de recordarlos detalles
3731,villa,nf,"village, town",el propio atleta se instala en la villa olímpica
3732,lecho,nm,"(river) bed, couch","es el lecho donde yo fui concebido, donde yonací"
3733,alquiler,nm,"rent, rental",para pagar el alquiler del piso en que vive
3734,contrastar,v,to contrast,su simplicidad estilística contrasta con sucomplejidad psicológica
3735,redacción,nf,"editing, wording, essay",la redacción de un manuscrito científico
3736,ficha,nf,"index card, chip, token",o clasificando fichas de plástico en casillerode acero
3737,penoso,adj,"painful, laborious",su trabajo había sido como un penososacrificio
3738,inseguridad,nf,insecurity,su comportamiento reflejaba la inseguridad ydesconfianza
3739,coma,nmf,"comma (f), coma (m) ",a la derecha de la coma representan loslugares de las décimas (1/10)
3740,desenvolver,v,"to clear up, unwrap",si yo pudiera desenvolver mis pensamientos ydesahogarme
3741,agricultura,nf,"agriculture, farming","la industria, el comercio, la agricultura, laganadería, la pesca"
3742,naturalidad,nf,"ease, spontaneity",su espontaneidad y naturalidad lo hacen vercomo una persona de convicciones
3743,serenidad,nf,"serenity, calm",esto nos da serenidad y paz y nos da alegría yoptimismo
3744,preferido,adj,"preferred, favorite",el campo es nuestro lugar preferido 
3745,pistola,nf,"gun, pistol",la mata a tiros de pistola
3746,interrogar,v,"to question, interrogate",comienzo a interrogar a todos los criminales
3747,insignificante,adj,insignificant,por este servicio cobramos un insignificantedos por ciento
3748,subsistir,v,"to subsist, survive",algo de alimentos para subsistir 
3749,diputado,nm,"deputy, member",para ser diputado hay que ser político
3750,literalmente,adv,literally,hasta ser borrados literalmente del mapa
3751,duelo,nm,"grief, affliction",decidió hacer su duelo y enfrentar su dolor
3752,revolver,v,"to stir, mix, scramble",quisiera revolver una gran olla puesta sobre elfuego
3753,frecuentemente,adv,"frequently, often",suelo pensar frecuentemente en mi familia
3754,retornar,v,"to return, give back","día tras día retornaba al mismo sitio,esperando encontrarla"
3755,comandante,nm,"commander, commandingofficer","el Comandante era un ex teniente, expulsadodel Ejército"
3756,preso,adj,"imprisoned, confined",podría estar preso en un calabozo extraño
3757,ópera,nf,opera,sin ser ni una ópera ni una comedia musical
3758,réplica,nf,"answer, retort, copy",el tono de su voz no admitía réplica 
3759,fuertemente,adv,strongly,se identifica usted fuertemente con algunosartistas visuales
3760,global,adj,"global, overall",constituyen una nueva visión global denuestro planeta Tierra
3761,alquilar,v,"to rent, hire",la búsqueda de algún departamento o chaletpara alquilar 
3762,pulso,nm,"pulse, pulsation",tiembla; la piel se le amorata; su pulso seacelera
3763,radicar,v,"to lie, be situated",ahí radica el mal de la sociedad
3764,explotación,nf,"exploitation, cultivation",lamentamos la explotación del hombre porotro
3765,bestia,nf,"beast, brute","¡suélteme, mala bestia! "
3766,mojar,v,"to make wet, dampen",se lava la cara sintiéndose mejor; mojatambién sus cabellos
3767,abrazo,nm,"hug, embrace","le dieron un abrazo estrecho y apretado,efusivo, y cariñoso"
3768,asalto,nm,"assault, robbery","se ha acentuado esta situación de delincuente, de asalto, de robos"
3769,reposo,nm,"rest, peace","no necesitaba ningún médico, sólo reposo ydescanso"
3770,lámina,nf,sheet (of metal),y prensar las hojas entre láminas de metal ode cartón liso
3771,pasta,nf,"pasta, dough",no puedo comer toda la pasta pegajosa de mi plato
3772,derribar,v,"to knock down, overthrow","un golpe lo derribó por el suelo, desvanecido"
3773,oral,adj,oral,un diálogo oral entre dos personas de distintas lenguas
3774,polémica,nf,"polemics, argument",opté por ignorarlo para no iniciar polémicaalguna con mis compañeros
3775,parcial,adj,"partial, biased",para decidir la exclusión total o parcial 
3776,chocolate,nm,chocolate,me enseñó a sopear galletas marías enchocolate caliente
3777,generosidad,nf,generosity,"un hombre de generosidad ilimitada, queayudaba a todo el que podía"
3778,masivo,adj,"mass, massive",los temores empresarios por el ingreso masivo de productos baratos
3779,sobresalir,v,"to stand out, excel",están decididos a sobresalir y a vivir bien
3780,realismo,nm,realism,fíjate que no es . . . escepticismo sino realismo
3781,filtrar,v,"to seep, filter",la luz que se filtraba por la ventanita desde el pasillo
3782,desierto,adj,"deserted, desolate",y que se hallen solitarios y en lugar desierto 
3783,acorde,nm,"agreement, accord",el solsticio de verano es un acorde del ritmocósmico
3784,sugerencia,nf,suggestion,"habíamos recibido la sugerencia, el deseo,incluso la petición directa"
3785,cumpleaños,nm,birthday,"un cumpleaños le regalan a uno un libro, muy bueno"
3786,ronda,nf,round,serví una ronda de whisky y los miré
3787,movilizar,v,to mobilize,embarcaron el banano y movilizaron lostrenes
3788,capilla,nf,chapel,hacen abrir la capilla para rezar novenas
3789,enteramente,adv,"completely, entirely",la enciclopedia estaba dedicada enteramentea la aeronáutica
3790,apelar,v,"to call upon, appeal to",se ha resignado y ahora apela a la técnica delavestruz
3791,expediente,nm,"dossier, proceedings","hay un informe jurídico, que revisa elexpediente, firmado por él"
3792,tolerancia,nf,tolerance,es difícil tener tolerancia con esos individuos
3793,entusiasmar,v,"to fill with enthusiasm, excite",la idea de irme a Madrid me entusiasma 
3794,educativo,adj,educational,el trabajo educativo se desarrolla por unprofesor individual
3795,sopa,nf,soup,la arrojó sobre una olla gigante de sopa depollo hirviendo
3796,rival,nc,rival,su primer rival no tardó en lanzar un grito decombate
3797,ternura,nf,tenderness,"hemos llorado, nos hemos llenado de ternuray de compasión"
3798,variante,nf,"variant, difference",tampoco comprende las variantes dialectales eidiomáticas
3799,coser,v,to sew,veía a su madre coser los vestuarios
3800,molde,nm,"mold, cast, pattern",el molde es una cavidad que tiene la formaexacta del barco
3801,vigente,adj,"in force, valid",la ley está más vigente que nunca
3802,espectro,nm,"ghost, specter",en la casa había fantasmas o acaso un soloespectro más temible
3803,saludable,adj,"healthy, wholesome","I., un hombre fuerte y saludable, de prontoenfermó de gravedad"
3804,recorte,nm,"clipping, cutting, trimming","cuadros, retratos, recortes, carteles, libros,fotografías"
3805,reglamento,nm,"regulations, rules",otros mecanismos del Reglamento delCongreso de los Diputados
3806,apretado,adj,"tight, jammed",hablaba con un cigarrillo apretado entre loslabios
3807,vitalidad,nf,"vitality, health",su admirable vitalidad y su contagiosa alegríade vivir
3808,cuidadosamente,adv,carefully,me acerqué cuidadosamente para verla mejor
3809,adaptación,nf,adaptation,la adaptación y traducción de las obrasoriginales al gallego
3810,etiqueta,nf,"label, etiquette",la etiqueta tiene instrucciones de uso ymantenimiento
3811,obviamente,adv,obviously,"nos daban a entender, obviamente, quetambién éramos sucios"
3812,muralla,nf,city wall,la Gran Muralla china o las diversas murallasfronterizas
3813,desaparecido,adj,missing,desaparecido entero; ni rastro quedó porningún lado
3814,represión,nf,repression,"la represión, la prohibición, el desmedidocontrol"
3815,reducción,nf,reduction,una verdadera reducción de la oferta ydemanda de drogas ilegales
3816,difusión,nf,"spread, diffusion",la difusión de la cultura clásica desde sucentro en Roma
3817,pésimo,adj,"dreadful, awful","las trataban muy mal, las trataban pésimo; y eso me dolía mucho"
3818,encargo,nm,"job, order, errand",Miguel Ángel emprendió el encargo de hacerlas tumbas de los Medici
3819,madurar,v,"to mature, ripen","me falta madurar, me falta adquirir técnicas"
3820,almorzar,v,to have lunch,era la hora de almorzar una comida ligera
3821,oeste,nm,West,con el pionerismo norteamericano sobre elOeste
3822,albergar,v,"to lodge, harbor",la capacidad para albergar cuatrocientoscuarenta vehículos
3823,complacer,v,"to please, satisfy",me complace creer que me brindó su paternalafecto
3824,pescador,nm/f,fisherman,Cristo buscó a 12 pescadores que no sabíanleer ni escribir
3825,diagnóstico,nm,diagnosis,el diagnóstico de meningitis la dejó tranquila
3826,cuadra,nf,(city) block,el auto estaba estacionado a dos cuadras de lacasa
3827,remover,v,to remove,comenzó a remover escombros buscandomuertos
3828,pecar,v,to sin,un hombre que no pecaba por exceso ni pordefecto
3829,rienda,nf,"rein, restraint",la caza le permita dar rienda suelta a ciertaagresividad latente
3830,crueldad,nf,"cruelty, harshness","nos golpea con crueldad, sin consideración"
3831,acontecer,v,"to happen, come about",dicha circunstancia puede acontecer bajodiversas situaciones
3832,ansia,nf,"(el) anxiety, anguish",imaginaba con ansia el día en que podría salirde su actual prisión
3833,cúpula,nf,"cupola, dome",la cúpula del capitolio de Washington es másalta
3834,desbordar,v,"to overflow, spill over","vi en sus ojos cuajarse una lágrima, quedesbordó solitaria"
3835,llama,nf,"flame, llama",a veces salía de repente una llama que hastanos quemaba el pelo
3836,alegar,v,"to plead, argue",lo privaron del derecho de alegar ante losTribunales
3837,vegetación,nf,vegetation,"la vegetación era vasta, inclusiva de las másdiversas y exóticas plantas"
3838,lema,nm,"motto, slogan",cuyo lema era: «A Dios rogando y con el mazodando»
3839,encarar,v,"to front, confront",sin saber ya cómo encarar el asunto
3840,bote,nm,"boat, container",los tira en el bote para llevarlos al mar
3841,solar,adj,solar,los efectos de la luz solar sobre la densa niebla
3842,inevitablemente,adv,inevitably,"lo que inevitablemente te arrastra a la envidia,ese pecado tan sutil"
3843,perfume,nm,perfume,me llegó el olor del perfume 
3844,central,nf,headquarters,muy distantes de la central de la compañíaque los comercializa
3845,egoísta,adj,selfish,"fui egoísta, sólo pensé en los míos"
3846,pertenencia,nf,"membership, property","la pertenencia a un grupo, a un club, a unpartido, a una empresa"
3847,exótico,adj,exotic,lo compraste a un traficante de animalesexóticos
3848,tranquilizar,v,to calm down,"nada se va a tranquilizar, ni va a haber calma"
3849,casita,nf,cottage,"su casa, una casita cómoda, pero modesta"
3850,emigrar,v,to emigrate,finalmente decidimos emigrar a España
3851,alianza,nf,alliance,una alianza entre todas las fuerzas políticas
3852,físicamente,adv,physically,el niño está físicamente relajado y dispuesto aescuchar
3853,fascinante,adj,fascinating,"inesperado, imprevisible, intenso y fascinante "
3854,áspero,adj,"rough, coarse, harsh",pregonaba el gitano con áspero acento
3855,desechar,v,to discard,no debemos desechar ninguna posibilidad
3856,ratón,nm,"mouse, rat",teníamos aquí en Disneylandia el RatónMickey
3857,hazaña,nf,"deed, heroic feat",la hija del héroe cuenta hazañas increíbles
3858,dureza,nf,"hardness, toughness",sentí la dureza fría del metal temblar en mifrente
3859,sábana,nf,(bed) sheet,mi cuerpo reposó exhausto sobre la sábanalimpia
3860,revisión,nf,checking revision,para el mantenimiento y revisión de líneastransmisoras eléctricas
3861,retirada,nf,"retreat, withdrawal","el imperialismo europeo, ya en retirada "
3862,básicamente,adv,basically,estaban pensando básicamente en lamodernización del sector
3863,aroma,nm,aroma,percibió en el aire un aroma de tabacohabano
3864,optimismo,nm,optimism,sus talentos múltiples justifican su optimismo 
3865,mate,nm,mate (beverage) ,siempre tomo el mate bebido
3866,lujoso,adj,luxurious,"esta casa moderna, lujosa, y sin duda única en el mundo"
3867,evento,nm,event,"durante muchos años, el principal eventoolímpico fue el pentatlón"
3868,físico,nm/f,physicist,los físicos emplean también reactores defisión o aceleradores
3869,estrenar,v,"to use for the first time, debut",tenía un traje nuevo que iba a estrenar en unbanquete
3870,pasto,nm,"grass, pasture",ella caminaba descalza sobre el pasto e ibaregando sus plantas
3871,hostil,adj,"hostile, unfriendly",tuvieron una mirada hostil y un agriomurmullo de censura
3872,gallo,nm,rooster,el primer canto de los gallos al amanecer
3873,tropical,adj,tropical,"las frutas tropicales incluyen plátanos,mangos, y dátiles"
3874,rendimiento,nm,"yield, output, efficiency",para mejorar el rendimiento de las plantaciones agrícolas
3875,lentitud,nf,slowness,en forma de humo que se difunde conlentitud 
3876,aula,nf,(el) classroom,"pueden enseñarse en el aula lectura, escritura,aritmética"
3877,incitar,v,to incite,el desvelo irritante le incitó a beber un pocode alcohol
3878,franco,adj,"open, frank, outspoken","fue atento a sus deseos, generoso y franco, y de buen humor"
3879,inédito,adj,unpublished,la edición está inédita prácticamente toda
3880,uniforme,adj,uniform,de edificios de igual altura y uniformearquitectura
3881,himno,nm,"hymn, anthem",entona el Himno Nacional con voz debarítono
3882,sindicato,nm,trade union,crearon partidos políticos y sindicatos detrabajadores
3883,mariposa,nf,"butterfly, wing nut",la cría de bellas mariposas tropicales
3884,propiciar,v,"to favor, foster, aid","estaríamos propiciando el divorcio, aunquecreyéramos criticarlo"
3885,fidelidad,nf,"faithfulness, accuracy",no recuerdo con fidelidad los detalles
3886,retraso,nm,delay,no llegan aunque dan las once; treintaminutos de retraso 
3887,desplazamiento,nm,"movement, removal",el desplazamiento desde un punto a otro
3888,cuestionar,v,to question,surgió un deseo de reexaminar y cuestionarlas ideas
3889,integrante,adj,"integral, part of a group",quería ser parte integrante de nuestrouniverso
3890,lingüístico,adj,linguistic,el estudio del cambio lingüístico y laclasificación de las lenguas
3891,compatriota,nc,fellow countryman,te gusta que tus compatriotas te apoyen comoparaguayos
3892,mexicano,adj,Mexican,recibe su nombre del actual estado mexicanode Veracruz
3893,fundir,v,"to melt, cast, smelt",los chinos fueron los primeros en fundir elhierro
3894,localidad,nf,"town, locality",una localidad situada al otro lado de lafrontera
3895,reprimir,v,to repress,no pudo reprimir sus ganas de llorar
3896,autorizado,adj,authorized,el individuo está autorizado para ejercer losderechos políticos
3897,leal,adj,"loyal, faithful",quería vivir con un marido leal 
3898,lobo,nm,wolf,"era un hereje, un anarquista, un lobo con pielde oveja"
3899,asamblea,nf,assembly,esto será objeto de una discusión en laAsamblea Nacional
3900,pañuelo,nm,"handkerchief, shawl",mientras se cubrían la boca con un pañuelo ycomenzaban a llorar
3901,meditar,v,"to meditate, ponder",se retira a meditar a solas
3902,temblor,nm,"tremor, shudder, shiver",el cuerpo se le llenaba de violentos temblores 
3903,gira,nf,tour,el Presidente tuvo que posponer una gira muyimportante a Estados Unidos
3904,manto,nm,cloak,te cubrí con mi manto y me senté a llorarcontigo
3905,cubano,adj,Cuban,yo aproveché para encender un buen tabacocubano 
3906,asombro,nm,"amazement, astonishment",el grito se le murió en la garganta y quedómuda de asombro 
3907,gobernador,nm,governor,hablan el presidente y el gobernador alpúblico
3908,amplitud,nf,"breadth, extent, range",toda la profundidad y la amplitud adquiridaspor su espíritu agudo
3909,carbón,nm,"coal, charcoal",parece la entrada a una mina de carbón o a una cueva de tesoros
3910,campamento,nm,"camp, camping",pero instalar la carpa en un campamento nosresulta insoportable
3911,sangriento,adj,bloody,de sofocar aquella imagen en el pantanosangriento de la guerra
3912,matemático,adj,mathematical,un coprocesador matemático para acelerarciertas operaciones
3913,portugués,adj,Portuguese,para que Portugal abandonase Goa y el restode la India portuguesa
3914,intensamente,adv,intensely,me miraba intensamente a los ojos
3915,suavemente,adv,softly,y lo mecía suavemente para que no fuese allorar
3916,excursión,nf,excursion,participaban en una excursión para observaraves migratorias
3917,predicar,v,to preach,voy a predicar el Evangelio
3918,encarnar,v,to embody,las muchas formas del mal en que se encarnael demonio
3919,lamentablemente,adv,regrettably,"lamentablemente, mis dificultadesidiomáticas me . . . limitan"
3920,tomate,nm,tomato,"las fuentes vegetales son brécol, tomates,espinacas, col, pimientos"
3921,negociar,v,"to negotiate, deal (with/in)",me dedico a negociar nulidades matrimoniales
3922,cinturón,nm,belt,mi padre se quitó el cinturón y me pegó unazurra grande
3923,estático,adj,"static, motionless","todo permanecía igual, estático "
3924,antaño,adv,"in days gone by, last year",está pintada con el característico rojo colonialde antaño 
3925,bulto,nm,"bulk, shape","examinaron cuanto bulto, ropa o jergónhallaron; no encontraron nada"
3926,adónde,adv,to where?,si pudiera hacer otro viaje ¿Adónde iría?
3927,vocabulario,nm,vocabulary,usando las mejores palabras de un vocabulariono muy amplio
3928,especulación,nf,"speculation, conjecture",este año se caracterizó por la especulación y laincertidumbre
3929,manual,nm,"manual, handbook",el libro se titula «Manual de Instrucciones paraVivir»
3930,representativo,adj,representative,fue reconocido como el único gobiernorepresentativo de China
3931,honrar,v,to honor,tenemos que honrar a nuestros héroes
3932,disparo,nm,"shot, discharge","suena un disparo. // ¡Cuidado, tiene unapistola!"
3933,desencadenar,v,"to unleash, unchain",se desencadenó una tormenta de truenos yrelámpagos
3934,residuo,nm,"residue, waste",iba pisando residuos de cemento en losmosaicos
3935,vanidad,nf,"vanity, conceit",no digo esto por vanidad o por jactancia
3936,ofender,v,to offend,se ofendió como si la hubiera insultado
3937,renovación,nf,"renewal, renovation",significaron una cierta renovación de la moralde la Iglesia
3938,enfriar,v,to cool,se le va a enfriar el café con leche
3939,furioso,adj,furious,"se irguió furioso, ofendido y cobarde"
3940,estudioso,adj,studious,"él había sido el estudioso, el dedicado, elinteligente"
3941,ilustrar,v,to illustrate,dedicado a ilustrar sus sueños con grandespinturas murales
3942,ratificar,v,to ratify,el congreso no ratificó el tratado de límites
3943,peste,nf,"plague, pestilence, pest","incluso la terrible aparición de la peste negra,del siglo XIV"
3944,expedición,nf,expedition,Perry dirigió una expedición naval en la bahíade Edo
3945,destrozar,v,to rip/break into pieces,las ramas agudas que le destrozaban las ropas
3946,vasco,adj,Basque,incorporando La Rioja y las tierras vascasoccidentales
3947,simular,v,"to pretend, simulate","siempre, leyendo, o simulando leer"
3948,complementario,adj,"additional, complementary","le concedí un tiempo extra, complementario "
3949,mecánica,nf,"mechanics, mechanism",los fenómenos podían explicarse mediante lamecánica de Newton
3950,electricidad,nf,electricity,"sucesivamente, me cortaron el gas, laelectricidad y el agua"
3951,insólito,adj,"unusual, uncommon",pensaba que algo insólito estaba ocurriendoen ese lugar
3952,temeroso,adj,fearful,"es un hombre temeroso, acobardado"
3953,extraordinariamente,adv,extraordinarily,apareció una mujer extraordinariamentehermosa
3954,ascensor,nm,elevator,cerré la puerta y bajé en el ascensor 
3955,bicicleta,nf,bicycle,una chica pasa en bicicleta por la ruta
3956,consagrado,adj,"dedicated, consecrated","estudia mucho, es muy consagrado, es muyserio"
3957,aporte,nm,contribution,la humanidad espera nuestro aporte a lacivilización y a la cultura
3958,despierto,adj,awake,en la mañana escuchamos al bebé biendespierto 
3959,beca,nf,"scholarship, grant",obtuvo una beca para acudir al seminario
3960,consentir,v,"to consent to, pamper",no voy a consentir que un idiota arruine misplanes
3961,trigo,nm,wheat,"el pan: masa de trigo que, fermentado ycocido, le gusta comer"
3962,paralizar,v,to paralyze,"dispuesto a paralizar impulsos, y reducirenergías"
3963,disipar,v,"to dissipate, disperse","unos meses después, se disipó toda dudasobre el futuro"
3964,incrementar,v,to increase,en poco tiempo incrementó la producción de hielo
3965,plataforma,nf,"platform, springboard",el operador de cámara maneja la plataformamóvil que sujeta la cámara
3966,maestra,nf,teacher (f),ella era la maestra de kínder del pueblo
3967,clínica,nf,clinic,"las clínicas lejanas, los especialistas, lasonerosas medicinas"
3968,heredero,nm,"heir, heiress",el único y universal legítimo heredero de suhermana fallecida
3969,embarazada,adj,pregnant,quedó embarazada del único hijo verdaderamente deseado
3970,estadio,nm,stadium,para edificar un monumental estadio defútbol
3971,latinoamericano,adj,Latin American,situación común a todo el cine latinoamericano y español
3972,tecnológico,adj,technological,una nueva iniciativa en desarrollo tecnológico 
3973,desfile,nm,"parade, line, formation",me gusta ver el desfile de los caballos desde elparque
3974,buque,nm,"ship, vessel, hull",para detectar submarinos y buques enemigos
3975,parentesco,nm,kinship,"de una relación de parentesco, de lapaternidad o de la maternidad"
3976,fallo,nm,"mistake, blunder, fault","para que todo salga bien, sin fallos"
3977,rebeldía,nf,"rebelliousness, defiance",hay una inmensa rebeldía contra todo lo quepueda ser autoridad
3978,desigual,adj,"unequal, uneven, irregular",pero el camino es desigual y escabroso
3979,corrección,nf,"correction, amendment","me había hablado con corrección, pero confirmeza"
3980,chispa,nf,spark,se le encendió una chispa en los ojos
3981,virgen,nf,virgin,"quiero que mi hija se case virgen, con un traje blanco"
3982,reprochar,v,to reproach,J. me va a reprochar el haber sido undesgraciado
3983,supervivencia,nf,survival,para posibilitar la supervivencia de losanimales que todavía están vivos
3984,caridad,nf,charity,dan dinero al cura para obras de caridad a lospobres
3985,alumbrar,v,"to light, illuminate",llevaban velas para alumbrar el camino
3986,comunión,nf,communion,en la misa tomó primera comunión 
3987,embajador,nm/f,ambassador,es nuestro embajador en las Naciones Unidas
3988,tercio,nm,third,el Oceano Pacífico abarca más de un tercio de la superficie de la Tierra
3989,iluminación,nf,"illumination, lighting",se van las luces y sólo queda la iluminación de velas
3990,censura,nf,"censorship, criticism",estableció la censura de los medios decomunicación
3991,disputa,nf,"dispute, argument, quarrel",refleja tensiones por la disputa de lacandidatura presidencial
3992,esplendor,nm,splendor ,"era un mundo refinado, de gran esplendor,con joyas y candelabros"
3993,inscribir,v,"to register, record",Moisés debió inscribir en sus tablas los diezmandamientos
3994,perjuicio,nm,"damage, loss",el perjuicio es irreparable para los escolares
3995,medalla,nf,"medal, medallion",andaba con medalla de plata en el pecho
3996,lealtad,nf,"loyalty, faithfulness",un sentido de gratitud y lealtad a la autoridadpontificia
3997,divorcio,nm,divorce,el matrimonio y el divorcio son consideraciones graves
3998,dotar,v,"to endow, bestow",su cobertura lo dotaba de un halo prodigioso
3999,enfoque,nm,"focus, approach",es un enfoque muy científico sobre la historia
4000,civilizado,adj,civilized,hay otro medio más civilizado de resolver esteconflicto
4001,firmeza,nf,firmness,la firmeza de su carácter; su dureza a la horade dejarla
4002,indudable,adj,unquestionable,alcanzó un indudable desarrollo económico ysocial
4003,colina,nf,"hill, slope",el jeep trepaba la colina sin dificultad
4004,parcela,nf,piece of property,les dejaba trabajar una parcela de tierra buena
4005,jaula,nf,"cage, crate, playpen",hoy revolotea en la jaula vacía de la jirafa
4006,ajuste,nm,"adjustment, settlement",se requiere un drástico programa de ajustefiscal
4007,lateral,adj,"side, lateral",con fachada lateral siguiendo la dirección dela calle
4008,entierro,nm,burial,"voy a un entierro, que se ha muerto el abuelo"
4009,reventar,v,"to burst, puncture",estuvo a punto de reventarse de presionesinteriores
4010,servidor,nm/f,servant,él no era más que servidor de esos poderosos
4011,superioridad,nf,superiority,me estiman mucho por mi superioridadintelectual y mi elevado nivel mental
4012,turismo,nm,tourism,"Mallorca, una de las mecas del turismoeuropeo"
4013,barbaridad,nf,atrocity,estás todo sangrado y rotoso; ¡qué barbaridad!
4014,rollo,nm,"roll, coil",A. se metió un rollo de páginas en los bolsillos
4015,arbitrario,adj,arbitrary,el dictador lleva un poder arbitrario y brutal
4016,triángulo,nm,triangle,un triángulo mágico arte-vida-verdad
4017,aislamiento,nm,isolation,lucharon por romper el aislamiento de Cuba
4018,alivio,nm,"relief, unburdening",era un alivio verse y encontrarlo ahí tansereno
4019,entrenamiento,nm,training,un intenso entrenamiento para alcanzar elpunto deseado
4020,truco,nm,"trick, ruse",un milagro sólo es un truco de magia
4021,respetable,adj,respectable,lo tratan como un hombre respetable ymaduro
4022,disparate,nm,"nonsense, blunder",quiere entrarse de monja // ¿De monja? ¡Quédisparate!
4023,cocinero,nm/f,cook,un cocinero debe probar todos los sabores
4024,aburrir,v,"to bore, tire",el único problema es aburrirse de esperar quevengan
4025,diminuto,adj,"diminutive, tiny, minute",una anciana regaba concienzudamente sudiminuto jardín
4026,celeste,adj,"heavenly, sky-blue","la constelación celeste, donde aparece laestrella"
4027,fotógrafo,nm/f,photographer,el fotógrafo enfocaba su cámara desdedistintos ángulos
4028,imposición,nf,imposition,la unción de los enfermos por la imposiciónde manos
4029,diluir,v,"to dilute, weaken",la tinta se diluye en el agua
4030,convincente,adj,convincing,el hombre tenía un acento tan convincente 
4031,consuelo,nm,"comfort, consolation",le murmuraba que Dios tiene un consuelopara cada dolor
4032,periodístico,adj,journalistic,me contaba detalles de la investigaciónperiodística 
4033,cariñoso,adj,affectionate,como una gata cariñosa que pide una caricia
4034,transmisión,nf,"broadcast, transmission",constituye otro medio de transmisión deseñales a grandes distancias
4035,titular,v,"to title, call",iba a titular mi cuento «El salto cualitativo»
4036,sendero,nm,(foot) path,un sendero de piedra conduce a la residencia
4037,frecuentar,v,"to frequent, visit",comienza a frecuentar la bohemia parisina
4038,desacuerdo,nm,disagreement,se declaró ayer en desacuerdo con la posiciónexpresada
4039,academia,nf,academy,estudiamos en la academia 
4040,acertado,adj,"correct, accurate","en ambas decisiones, estuvo acertado "
4041,catedral,nf,cathedral,te corrés a la Catedral y la dejás delante delaltar
4042,mediocre,adj,mediocre,"no eres un ser mediocre, eres una gran artista"
4043,vanguardia,nf,"vanguard, forefront",hablé de la vanguardia con los artistas jóvenes
4044,desafiar,v,"to defy, stand up to",la osadía de desafiar ante testigos la autoridad
4045,agitado,adj,"agitated, irritated","inestable, caprichoso, agitado por celos yrecelos"
4046,precario,adj,precarious ,sonríe plácidamente ante lo precario de susituación
4047,sanitario,adj,"health, sanitary, clean",libre de impurezas de acuerdo con elcertificado sanitario
4048,comprensible,adj,understandable,"que sea clara, comprensible, fácil, significativa"
4049,cuidadoso,adj,"careful, cautious",bien peinado y afeitado; muy cuidadoso de supersona
4050,despojar,v,"to deprive, rob",para despojar al cadáver de sus joyas
4051,embarazo,nm,pregnancy,el número nueve alude a los nueve meses deembarazo de María
4052,imposibilidad,nf,impossibility,reconocieron la imposibilidad de ponerse deacuerdo
4053,irracional,adj,irrational,la delicia irracional de la tentación y el riesgode la caída
4054,reinar,v,"to reign, prevail",en Marulanda reinaba la anarquía y eldesenfreno
4055,hundido,adj,"buried, sunken",con el rostro hundido entre las manos
4056,reportaje,nm,news report,era el reportaje de una conocida periodista
4057,tambor,nm,drum,para la percusión se utilizaban tamborespequeños y las campanillas
4058,fundación,nf,foundation,propuso la inmediata fundación de otro clubcon el mismo nombre
4059,transparencia,nf,"transparency, slide",disminuye la radiación solar y la transparenciadel aire
4060,elegancia,nf,"elegance, style",aquella joven de belleza y de elegancia rara
4061,criminal,nc,criminal,¿le parece justo tratarlo como a un criminalcomún?
4062,elogio,nm,"praise, eulogy, compliment",por su genio en el arte era digna de elogio 
4063,manta,nf,blanket,les enrollaba la manta o el poncho alrededordel cuello
4064,dinámico,adj,dynamic,"un mundo efervescente, dinámico, rico enposibilidades"
